date,temperature_mean_c,temperature_min_c,temperature_max_c,wind_speed_mean_kmh,wind_speed_max_kmh,wind_gust_max_kmh,precipitation_mm,humidity_pct,pressure_hpa,is_unsafe,risk_label,month,day_of_year,temp_range_c,wind_gust_factor,rain_flag,heavy_rain_flag,wind_rain_interaction,thermal_stress_index
2020-01-28,8.513077831313705,2.121053200880315,16.806403365353106,19.77909003066121,22.67574776501505,30.998223322380326,0.0,61.17339351329271,1007.3336091714472,0,safe,1,28,14.68535016447279,1.5672219133603926,0,0,0.0,13.07254343376658
2020-01-29,8.774634739064648,4.037504971636719,14.736663488721856,19.4474492934888,28.07526783574269,44.26372208867462,11.11687291225267,61.82643297418804,1000.660126586778,1,unsafe,1,29,10.699158517085138,2.2760682607098794,1,1,312.10918450740655,13.225831539641426
2020-01-30,8.951099115759462,3.583950605126099,17.6135430323603,24.08611767321285,30.637005647547827,32.56223390967217,0.0,60.334866870884376,1010.1913411198316,0,safe,1,30,14.029592427234203,1.3519087779715515,0,0,0.0,10.8025063625136
2020-01-31,14.208249837949277,8.666583818185055,23.953440623128884,17.868500082175622,31.628288622263405,33.04647076736223,1.187249254699133,46.51579854732784,1009.5693254780048,0,safe,1,31,15.28685680494383,1.8494261194495614,1,0,37.55066209419129,0.7131431950561709
2020-02-01,6.691167698242314,2.0547867065971177,16.62245202287349,11.103580733351,18.382445942580212,21.273770497228742,0.0,56.16982375587656,1009.6310189750149,0,safe,2,32,14.567665316276372,1.9159378409642485,0,0,0.0,13.322761270529394
2020-02-02,6.21081333419958,-0.2480110680109364,13.360448440356116,24.4559865657582,29.170832983150827,38.41720411960084,0.0,68.7099793951132,1011.8293765346008,0,safe,2,33,13.608459508367051,1.570871165483477,0,0,0.0,18.88756262765482
2020-02-03,5.730458970156846,-1.7946820124641183,14.024186166323824,25.055421722081853,32.460553275416466,43.95619863268967,0.0,69.78423644291247,1014.6720041628578,0,safe,2,34,15.818868178787943,1.7543587619581025,0,0,0.0,19.770495846140292
2020-02-04,10.15389667015837,5.804238512774063,18.53196123067652,21.499995224873054,39.91567156297981,40.14146176125888,13.608328555074522,83.17856135896301,1008.1460443587832,1,unsafe,2,35,12.727722717902456,1.8670451477505339,1,1,543.1855731254742,7.663800256549418
2020-02-05,11.829336438702338,5.423720929886589,19.66665953162734,16.795554688063135,30.85142220759364,42.24099183648696,0.0,58.426820985195,1017.4335960320968,0,safe,2,36,14.24293860174075,2.5150102286593907,0,0,0.0,6.909619538486072
2020-02-06,8.239277819872974,0.3282218435339992,17.169961168421565,23.01531764537309,34.04826723692658,40.32184409412348,0.0,55.37936745829295,1003.3187515991752,0,safe,2,37,16.841739324887566,1.7519568799968148,0,0,0.0,14.501816988044435
2020-02-07,6.201549768447354,-1.5384008763148804,12.462072511388556,15.28219459701523,29.732865595967155,52.23073223269867,0.0,49.61453300608703,1004.7250772920628,0,safe,2,38,14.000473387703437,3.4177507622432626,0,0,0.0,21.076328364926326
2020-02-08,6.391631181541486,-1.6837342995522846,17.26709061906225,17.501555434457686,29.10309263889934,39.91049535860281,5.350926037047312,38.12601635513359,1006.5108461184332,0,safe,2,39,18.950824918614536,2.2803970485974983,1,0,155.72849616008645,16.416643680490033
2020-02-09,10.96202305368215,4.720819887829116,16.550502016227746,18.91569646159382,22.663218365561395,43.46288900080546,0.0,38.861203643194095,1012.0019499502026,0,safe,2,40,11.82968212839863,2.297715502522042,0,0,0.0,10.728678095943138
2020-02-10,11.387248280760785,3.2844628675614818,21.3625751279795,26.918975644167254,39.50809689784823,57.77445971535072,0.0,52.98334033641689,1007.8816954460378,0,safe,2,41,18.078112260418017,2.146235446662294,0,0,0.0,7.352962004459018
2020-02-11,10.936217233649195,5.73245187757785,19.500793155356327,20.91492718495113,36.4772491753352,42.75348130748679,0.0,65.53520736897083,1006.765215972787,0,safe,2,42,13.768341277778477,2.044161135700683,0,0,0.0,6.766754967065824
2020-02-12,7.461477321565521,1.6574245144779445,13.930605804727817,20.515950522593464,36.640463178052414,51.42914890637422,6.822664506496534,78.08707440152477,1004.570507069057,0,safe,2,43,12.273181290249873,2.506788503400668,1,0,249.9855876264914,16.41196968079424
2020-02-13,10.307680961208348,5.425903079119341,19.781730965170148,32.55463671001576,35.66698012377369,41.93242154687943,0.0,70.77758955250751,1012.0665220935964,0,safe,2,44,14.355827886050808,1.2880629546075846,0,0,0.0,6.792365955710511
2020-02-14,10.11633810821989,3.778915411077032,15.623223482282322,24.56796140530507,29.760886424197743,54.11256136544297,5.17836974160793,51.42269906960812,1001.2985699316062,0,safe,2,45,11.84430807120529,2.202566198828292,1,0,154.11287374249582,12.597861106640647
2020-02-15,10.579277345343224,4.618977233266008,20.225784352035923,24.5236722406484,29.137975773534293,35.88421142034476,0.0,64.81990858106822,1022.3460894969052,0,safe,2,46,15.606807118769915,1.463247880179465,0,0,0.0,7.1552384146980685
2020-02-16,12.696229446923274,7.491593864851714,21.236140780381355,21.001815883213663,27.00505140104791,38.89052578888427,0.0,49.27517362511307,1011.0542100067644,0,safe,2,47,13.744546915529641,1.8517696757816404,0,0,0.0,3.2722653547669314
2020-02-17,10.913214965302991,3.154311419149085,16.577716875681404,19.88864393767821,30.166934199355158,57.52959283313264,0.0,63.19139611604561,1015.7291968412404,0,safe,2,48,13.423405456532318,2.8925849853516263,0,0,0.0,12.267971705169511
2020-02-18,12.441360306842537,6.872126446284304,17.918393685396758,11.957209507442531,20.43493041547425,32.69046592940839,0.0,64.67221273728094,1009.0347359628564,0,safe,2,49,11.046267239112453,2.7339544321825966,0,0,0.0,7.209479868318938
2020-02-19,10.771206156706926,5.407184505977748,20.2762241573257,27.750235010975835,36.22968734492004,41.98744453982202,0.0,69.90511374577285,1012.437294860886,0,safe,2,50,14.869039651347952,1.5130482506982392,0,0,0.0,6.316591336696552
2020-02-20,11.60128595479628,6.946834300543805,18.358901393819306,25.16391761254236,27.594041458624,30.17283876263838,0.0,49.08827974260764,1011.3613491453492,0,safe,2,51,11.4120670932755,1.19905172267769,0,0,0.0,6.69426430563689
2020-02-21,12.794811697584262,6.600703188574518,23.130622802187546,22.040917245902865,27.085894923531825,29.029603387079963,6.995906758690976,73.46796032899297,1011.723204351566,0,safe,2,52,16.52991961361303,1.3170778268076029,1,0,189.49039536072988,2.2686740092379365
2020-02-22,6.6980097812884845,1.1831866371019748,16.270447907469542,22.26352896625549,39.1489657982774,50.49798916546371,0.0,32.52623156654474,1008.1344205411395,0,safe,2,53,15.087261270367566,2.2681933866819937,0,0,0.0,14.546365455428482
2020-02-23,10.280454832873351,4.4340906261685085,19.46959630117965,26.641832358394936,42.16123766745724,72.44106060950278,21.25854492303438,70.55458817846633,1008.3602330492644,1,unsafe,2,54,15.03550567501114,2.719072008073662,1,1,896.286564964369,8.096313072651842
2020-02-24,9.99975240838613,4.819766095283367,16.671388724186833,15.197539169070495,22.38907102706293,25.33075080397169,0.0,54.6997993261778,1004.1813601085054,0,safe,2,55,11.851622628903467,1.6667666075520933,0,0,0.0,10.5088451805298
2020-02-25,9.666998574004271,1.851221124904769,18.92066568813398,20.03018832296687,32.64175198746508,46.35502292973685,0.0,54.95526402417163,1014.8506063528704,0,safe,2,56,17.06944456322921,2.314257968138302,0,0,0.0,11.228113186961252
2020-02-26,10.932275777640273,2.282259040866684,21.621161884729275,17.305110551078123,26.969832545935688,40.552414886809615,0.0,30.550761931714568,1011.5481238957748,0,safe,2,57,19.33890284386259,2.343377973062597,0,0,0.0,8.09657907440404
2020-02-27,16.417853961905784,9.928194697961343,21.9672129681292,31.84972351821155,45.371181988780585,52.96826036924993,0.0,50.33600935303143,1003.1026892098182,1,unsafe,2,58,12.039018270167857,1.6630681374349414,0,0,0.0,3.9609817298321435
2020-02-28,9.512069308980184,2.2970771922760207,16.46904516100158,27.37452771546492,40.34753161340913,61.75419054678607,0.0,71.26575279536262,1018.7081996082242,0,safe,2,59,14.17196796872556,2.2558997615837866,0,0,0.0,13.233877646722398
2020-02-29,15.192083168239195,6.8562217852056655,21.60011676100876,11.985379304222633,19.59323863615272,21.168596382980983,0.0,49.87957729956623,1021.3045028374148,0,safe,2,60,14.743894975803094,1.7662016232997284,0,0,0.0,3.5436614537855746
2020-03-01,7.417424406536575,-1.5767237801317189,14.776925212940576,15.431145565481073,26.509259547577965,32.447245299741816,3.179207153265042,66.42283956964104,999.0646537671134,0,safe,3,61,16.353648993072294,2.1027113743470323,1,0,84.27842758141948,18.799798567191143
2020-03-02,11.641211438823497,4.573629015174335,21.09520736794717,22.33785492648625,32.43481148357991,44.643923650068125,0.0,55.41466153256931,1011.0187002141922,0,safe,3,62,16.521578352772835,1.9985770252779873,0,0,0.0,6.331163616878493
2020-03-03,13.314952433628315,4.866055100928975,21.16040792218064,20.635530343074663,28.38662540278364,31.6610994546566,10.249350066304856,76.97644473487075,1009.1456439300836,1,unsafe,3,63,16.294352821251664,1.53430025438053,1,1,290.94446095419164,5.9735369768903865
2020-03-04,14.767127261202674,6.224086028424464,23.191510897924157,16.372487537540728,22.9876705481296,37.64598544900001,0.0,57.2980115824495,1013.7603734593696,0,safe,3,64,16.967424869499695,2.299344272681897,0,0,0.0,2.5844030736513783
2020-03-05,15.324793493100508,7.367536054062397,22.20972282157056,32.713396992579405,54.05530396378403,71.72632335731137,4.405205462147496,47.78294654275551,1012.2667497157508,1,unsafe,3,65,14.842186767508162,2.192567264524119,1,0,238.12472027930457,2.422741124367045
2020-03-06,15.754641279534326,9.449984324168774,21.60237688205693,24.545994078683748,32.30389436490362,32.737299416833324,0.0,55.67740815818732,1016.6925793828376,0,safe,3,66,12.152392557888156,1.3337125117806117,0,0,0.0,3.847607442111844
2020-03-07,12.512688140208867,8.106918138089371,19.11429003383524,25.349608169818943,37.45734641339979,59.34369063449688,0.0,74.21460284441454,1010.707334819576,0,safe,3,67,11.007371895745868,2.3410101740803646,0,0,0.0,4.992628104254132
2020-03-08,12.356795123451487,8.277767346250819,22.51487693090341,19.506209500176,39.83433815489105,51.52742997735484,0.8840800160290556,61.767412950860574,1019.96832733081,0,safe,3,68,14.23710958465259,2.641591129065333,1,0,35.2167423144829,1.7628904153474103
2020-03-09,16.503433835495777,10.117430669081154,25.11793560841624,26.566941055857285,37.63286570414037,43.01447611792268,0.0,53.60264431247602,1014.0393027579167,0,safe,3,69,15.000504939335086,1.6190978113545054,0,0,0.0,3.235366277497393
2020-03-10,13.5418624393589,7.070289771685813,20.809794478542305,21.041224146251643,31.781235395253667,33.9069335243676,0.0,82.06892582959969,1008.4757422148224,0,safe,3,70,13.739504706856492,1.6114525128714006,0,0,0.0,4.119915749771883
2020-03-11,10.475544002679143,4.438732063364282,20.214979893092668,21.513024881281652,29.30265654437232,45.32092134454963,20.02451068594375,86.93264804808402,997.8306082012303,1,unsafe,3,71,15.776247829728387,2.106673589355771,1,1,586.771359099323,7.34628804354305
2020-03-12,11.090071864743646,4.249235108286823,16.4768164594731,25.96964255902621,36.18840258990724,38.98437867008252,0.0,64.80080698478152,1015.788447126382,0,safe,3,72,12.227581351186277,1.5011519154133606,0,0,0.0,11.27394843224008
2020-03-13,11.919354648102283,5.158541131580149,18.4427011756366,14.75308063292595,20.971352536848368,32.64913572824809,0.0,58.808109582932495,1007.8895259868206,0,safe,3,73,13.284160044056451,2.2130385199265903,0,0,0.0,8.398757692783251
2020-03-14,16.35736356023951,8.174298355076044,22.737982484583547,30.865192052416752,65.1005936728532,68.01021784286849,0.0,63.763286017013286,1003.1862195517796,1,unsafe,3,74,14.563684129507504,2.203460057120988,0,0,0.0,1.4363158704924963
2020-03-15,15.481664422099785,10.938378905788472,26.393851795109114,23.772537056764687,26.25453184383924,34.43102375450732,0.0,64.15278487819408,1009.8639607661498,0,safe,3,75,15.455472889320642,1.4483529323055433,0,0,0.0,5.332230700897586
2020-03-16,17.314629367377787,12.18874103685006,26.55122086173435,29.24440995902244,36.16070643983279,51.69575475179318,0.5989069358574854,29.34523209564608,1011.0547075324772,0,safe,3,76,14.362479824884291,1.7677140631057282,1,0,21.6568978923223,6.73996189858441
2020-03-17,14.150425721534605,6.185400826736453,22.85714133986593,23.711086711908983,28.62666068037844,34.068128600248464,0.0,59.73923455395338,1009.7387090831352,0,safe,3,77,16.67174051312948,1.4368016537655197,0,0,0.0,2.9574578333976174
2020-03-18,16.09698134537994,7.857797009261668,21.126891137146774,18.17776346479552,28.92416084570391,50.71166103328142,0.0,53.0703296879721,1004.0765213907436,0,safe,3,78,13.269094127885108,2.7897635004159667,0,0,0.0,3.015311853591558
2020-03-19,17.68742426418783,8.71330319608349,23.79328427672697,16.95890387515317,23.16931339981721,35.57906382385242,0.0,49.002684722361096,1017.3350016799812,0,safe,3,79,15.079981080643478,2.097957750440465,0,0,0.0,0.9200189193565222
2020-03-20,15.071960380839284,6.707400298903863,23.885208138677758,23.99329626338505,25.717350424772143,29.00193902503544,9.959080607078736,61.61792518584001,1004.1408638888194,1,unsafe,3,80,17.177807839773894,1.2087517574354227,1,1,256.12116588079635,1.407391562418379
2020-03-21,17.559672630386416,9.11017759502476,24.83798858927641,23.04372222654333,25.90521798118687,28.21001784549672,8.137624862837747,43.65367813468756,1017.1450812154004,1,unsafe,3,81,15.72781099425165,1.2241953608086151,1,1,210.80694592093772,1.9481661843011704
2020-03-22,14.392859904650251,8.821120191500727,24.938542206724616,20.362347635321253,29.25175598650916,33.42054035204626,0.0,33.34467879955385,1012.1321866383228,0,safe,3,82,16.117422015223887,1.6412911197957254,0,0,0.0,1.759662398225343
2020-03-23,15.478654799760577,9.470346629713696,25.06700011461113,17.583273690763498,18.83348610904676,26.71389065640055,4.57700011723546,74.07732911489387,1016.222514447036,0,safe,3,83,15.596653484897434,1.519278555644241,1,0,86.20086812905943,2.537346744324825
2020-03-24,15.611613012830531,10.271187488727778,23.295917449655253,16.288472262311256,27.99774307520291,51.16921497189526,0.0,60.54589383650711,1013.9546461096236,0,safe,3,84,13.024729960927475,3.141437339724738,0,0,0.0,2.975270039072525
2020-03-25,13.358093849344794,6.326596858381215,22.855183714574416,22.34549862794369,38.70358537924968,64.81720733750603,3.7994958894199153,29.463400773930577,1013.8699956056856,0,safe,3,85,16.5285868561932,2.900682970504415,1,0,147.0541135542719,2.818219427044369
2020-03-26,18.59503611427853,9.901009343243336,29.447462057235857,20.22508925252808,33.31401700273324,38.583168770231005,0.0,48.08338550317911,1012.854592430912,0,safe,3,86,19.546452713992522,1.9076884303691375,0,0,0.0,7.348471400479193
2020-03-27,15.914081473284709,10.19087704072662,23.67996642149353,19.088744049832112,33.87977629154756,39.01096414844487,0.0,65.56662080075836,1011.093877726227,0,safe,3,87,13.489089380766908,2.0436632209329653,0,0,0.0,2.5109106192330923
2020-03-28,17.547548849428974,10.762539940021725,26.40270417676017,30.214643884332595,31.51787252822176,45.4167563983783,0.0,51.63982751535242,1015.7384895800492,0,safe,3,88,15.640164236738446,1.5031372394208014,0,0,0.0,5.165244116781896
2020-03-29,19.13963700402482,13.658138851757396,29.65162469439259,22.028658222183797,28.421354359574146,42.240930180368,3.223350811124352,72.84107517559225,1021.554982013462,0,safe,3,89,15.993485842635195,1.9175443984976617,1,0,91.61199562818597,11.309763546149988
2020-03-30,19.22381811408609,14.37481824522255,25.715866086303127,28.750275689502303,32.26060185687938,51.766066020380855,8.537211678832024,75.28051210226843,1004.5433191890276,1,unsafe,3,90,11.341047841080577,1.8005415523470056,1,1,275.41558693870076,8.090684331525676
2020-03-31,20.066649135194044,15.090721486100763,30.385996617191715,19.692270680133127,21.71113975071874,41.56750047900145,0.0,38.71946548827144,1015.7179639760172,0,safe,3,91,15.295275131090952,2.1108536011003296,0,0,0.0,13.476718103292479
2020-04-01,17.96069304502654,13.670966322335891,23.54596128566444,23.53959205924284,28.98557126723001,32.898634262815584,0.0,53.28011081381402,1010.6259396973649,0,safe,4,92,9.874994963328549,1.3975872725414504,0,0,0.0,6.1250050366714515
2020-04-02,17.171241706913356,8.42477409186707,26.06193073043924,21.99423076746746,42.00899609352204,43.86178385829263,0.0,49.62292690229555,1011.2289456884369,0,safe,4,93,17.637156638572172,1.9942404134074259,0,0,0.0,2.4867048223063097
2020-04-03,18.38624579334625,12.371847750808104,28.08327472368096,13.738133739174703,37.23495561174682,49.774347024448936,0.0,38.32914046777479,1009.6255494461208,0,safe,4,94,15.711426972872857,3.6230792310978805,0,0,0.0,8.455122474489066
2020-04-04,16.518224054476075,5.576278484393427,22.434520259918525,29.32131892841275,33.22033643915409,42.83807468037576,0.0,37.54870810173674,999.2282351055748,0,safe,4,95,16.858241775525098,1.4609873036395062,0,0,0.0,3.989201255688048
2020-04-05,14.6502023156059,7.243554952157443,22.62341114052116,21.456002958457468,29.60387271049728,30.552728146951388,0.0,45.32774144509927,1009.5584855047344,0,safe,4,96,15.379856188363718,1.423971100586943,0,0,0.0,2.133033907321397
2020-04-06,15.205207924623492,10.245602117568064,23.909290524177607,25.81478135539438,35.93681034078266,37.74137349499093,0.0,47.30889508584834,1014.6072538129253,0,safe,4,97,13.663688406609543,1.4620063201544147,0,0,0.0,2.336311593390457
2020-04-07,16.362392988414733,11.485081755519294,22.2723752410914,18.272256119296927,24.69897599722429,36.810179683840346,0.0,58.398757326920354,1007.4691204840736,0,safe,4,98,10.787293485572105,2.014539389307592,0,0,0.0,5.212706514427895
2020-04-08,20.73328895878632,12.673347951233596,27.02671322076763,21.15669241101425,38.26304973322112,45.611790188107385,7.426163029303595,74.21410840494627,1010.1521932407228,0,safe,4,99,14.353365269534033,2.1559036404179,1,0,284.1476453172515,7.7000611720012255
2020-04-09,16.99631472945506,11.672756176357376,23.615710793193117,17.5939874757768,23.103325957873157,35.412404658439165,0.0,61.16373946974844,1012.4525469282707,0,safe,4,100,11.94295461683574,2.0127560456203892,0,0,0.0,4.05704538316426
2020-04-10,18.75594968182192,10.189523763312042,27.34262572560215,28.05441262065217,32.885191162843334,35.96135102448834,0.0,64.00446688336989,1009.1097686713024,0,safe,4,101,17.15310196229011,1.281842949654754,0,0,0.0,5.532149488914193
2020-04-11,23.9646548651556,19.264377841708143,31.616061307626023,23.37648980120609,27.447261866098003,40.397645321164646,0.0,51.80058614235559,1015.411987646502,0,safe,4,102,12.35168346591788,1.728131368939761,0,0,0.0,18.880439149334165
2020-04-12,19.1735055554954,11.784962483223053,25.64036061041044,23.598601771064484,29.99214993545824,40.506531825449,0.0,62.23600235935468,1013.9063352275026,0,safe,4,103,13.855398127187387,1.7164801634610505,0,0,0.0,5.425323093633493
2020-04-13,22.62891458666696,14.556545206512292,32.92577057953444,28.49703078976788,28.958058485967875,42.58899327891129,0.0,53.21950022091686,1012.759026583095,0,safe,4,104,18.369225373022154,1.4945063432434251,0,0,0.0,15.482315786046735
2020-04-14,17.788276588705855,12.61199464662763,25.031807630465195,27.42949425492755,34.04861929577452,39.6381515215163,0.0,49.70233140096661,1014.9722081195358,0,safe,4,105,12.419812983837565,1.4450923211752449,0,0,0.0,5.643802277092826
2020-04-15,20.144218844451853,14.763182027169025,27.8204091598312,25.415097249061237,33.91502195859506,38.539680686016624,0.0,77.76521138674751,1010.9282383041536,0,safe,4,106,13.057227132662176,1.5164089402585377,0,0,0.0,10.583591187000225
2020-04-16,18.080456594412773,9.257862163716766,25.538663053706745,14.419281315348574,23.29434839221195,25.416452200792293,0.0,27.03428852143002,1003.2825175762232,0,safe,4,107,16.28080088998998,1.7626712209115307,0,0,0.0,2.796525217423511
2020-04-17,20.08195375222967,14.75896572549888,26.173611483890184,17.98801053685147,21.321319460186505,27.707487983333635,8.648997629498828,40.30444629886062,1005.586698900561,1,unsafe,4,108,11.414645758391304,1.540330873532133,1,1,184.4080414689403,8.932577209389065
2020-04-18,23.786996653645858,17.637211404145617,33.17675874622726,16.384426367328317,25.14272996220707,42.30202075446832,0.0,59.59239704960325,1002.2065783917697,0,safe,4,109,15.53954734208164,2.581843258108901,0,0,0.0,18.813970150372874
2020-04-19,16.249569782182704,10.086991815970872,23.94031935579585,24.977987789196664,33.61091227530483,54.06470163749231,0.0,51.8202118176106,1013.2451872897476,0,safe,4,110,13.853327539824978,2.1644938773200963,0,0,0.0,2.1466724601750222
2020-04-20,22.898651313010724,17.633477563362305,27.996193972367035,22.12904149479569,30.894787272573872,33.714977871371275,0.0,37.75618779799693,1014.8467811055788,0,safe,4,111,10.36271640900473,1.5235625040199037,0,0,0.0,13.62967153572934
2020-04-21,22.47077848801789,14.591823055832435,33.25486070217667,14.257711398029848,27.51178703548401,35.38757103634774,0.0,42.34466858603479,1015.5817431553426,0,safe,4,112,18.663037646344236,2.4819951848118937,0,0,0.0,15.846683758009107
2020-04-22,20.135607019830918,12.276360303685138,30.0301886894034,20.200093007923037,23.415762916759444,46.81881134687008,0.0,43.90713043765862,1013.9331090586352,0,safe,4,113,17.75382838571826,2.3177522662151326,0,0,0.0,10.306548993088537
